sample_index,sample_id,domain,official_split,role,class_name,class_id,archive_filename,archive_member,relative_path,content_sha256,byte_size
17257,c76e23445f342ec539d3dadb2f9008fb7fe5b0341f180231e48893c608704a8c,painting,train,target_validation,suitcase,82,painting.cleaned.zip,painting/suitcase/painting_295_000027.jpg,painting/train/suitcase/painting_295_000027.jpg,3d29383dd28f69d6ef2b034021cbb98144f4091e29e82d939db30b3ddb306671,19321
17258,6f7b6946dfaf82d1c719bb93b701a882c77438c1d26cc84a0176d0c661d7351d,painting,train,target_validation,mailbox,47,painting.cleaned.zip,painting/mailbox/painting_179_000009.jpg,painting/train/mailbox/painting_179_000009.jpg,689237d1fa1bed856d7a7ada9c093f390b847dabf345283fbdb08c3192d64d8a,52139
17259,2d63a51ef3da643dc9f44d05b272e8b5a3e165299e9f861665c55c457da48d80,painting,train,target_validation,hourglass,41,painting.cleaned.zip,painting/hourglass/painting_153_000055.jpg,painting/train/hourglass/painting_153_000055.jpg,da0df6a598cd3c7461b8ed12d183fe1ce30bd014439dd078212cf5e48fd50dda,18773
17260,b7d7c06228563e368161c2c6364b4c29e0a1f7a89c88ee5b43d4f689384e9cb1,painting,train,target_validation,pillow,64,painting.cleaned.zip,painting/pillow/painting_224_000009.jpg,painting/train/pillow/painting_224_000009.jpg,e1a78b0add57aa1ef39a6cf9191f5ae7d353c104f0522c28244f237326d346c0,29552
17261,c9bf839693331661e3c7b5810cf9196dda51bf05956e7d56ee67a78a09506c6a,painting,train,target_validation,hat,33,painting.cleaned.zip,painting/hat/painting_140_000101.jpg,painting/train/hat/painting_140_000101.jpg,5205b45dafe0af59ba0b5e9c48cd7d37a254429eff1d93c97fc7c970a8d2b5fd,39407
17262,80c48bd649716f8788754e29aac6742d0353962bb606991eba42c7c0109f712d,painting,train,target_validation,butterfly,13,painting.cleaned.zip,painting/butterfly/painting_050_000232.jpg,painting/train/butterfly/painting_050_000232.jpg,d0839ab3a90958cc02ff70989cb9d85157270fd4375a4a7e6caca9c5d442f011,68054
17263,8838e2cf63349b977059ef404678ba20a6c7ea5f9d2a471bf84a3f773666a075,painting,train,target_validation,butterfly,13,painting.cleaned.zip,painting/butterfly/painting_050_000216.jpg,painting/train/butterfly/painting_050_000216.jpg,41ceb9d177ff373fc49815c8169f4cdbb2567f485f9be14d5bc391edbce7754e,44615
17264,f38b99d29a11108a0562b044616aa4b906a87d4030b694ec40dccebf5b1da033,painting,train,target_validation,lighthouse,44,painting.cleaned.zip,painting/lighthouse/painting_172_000301.jpg,painting/train/lighthouse/painting_172_000301.jpg,6fcb66b9a29e42c3cb6376f1b0a00a3e072971563a994bcc770eaafd20013bff,47265
17265,50c41207fde3612fbdf34a5d0eeb1db769255712d7dd3a0c5d937ee3f0a5fd9d,painting,train,target_validation,dragon,21,painting.cleaned.zip,painting/dragon/painting_096_000084.jpg,painting/train/dragon/painting_096_000084.jpg,0ae4eb00525f64cb653bb429cda7581b3744974c658999d608a1fe27e39348ca,123527
17266,8a5ade46b0a95ec286f8af03794a8e7881ba1cc6d5ef8651c63d68cdae7a670a,painting,train,target_validation,hat,33,painting.cleaned.zip,painting/hat/painting_140_000085.jpg,painting/train/hat/painting_140_000085.jpg,21d30238cbbe1a727dfe7b7f11ade05c31a8a73ab7c164fbb11e96ddbd96e227,130158
17267,6fe9dcbc02e5e07a95523a863cd4804231440e85f42c6466fb87b397bbc39792,painting,train,target_validation,elbow,24,painting.cleaned.zip,painting/elbow/painting_103_000005.jpg,painting/train/elbow/painting_103_000005.jpg,f9ca98c9b0c10ed6ad147fe9472b2015c15f07f4d9e240df3185cfedde3ac6b6,122113
17268,83c4ec9d435906e9dd4323d1b946fbcb54156c57b00bb55e140010ffb88d4b7f,painting,train,target_validation,streetlight,80,painting.cleaned.zip,painting/streetlight/painting_292_000128.jpg,painting/train/streetlight/painting_292_000128.jpg,16795682482d2e10ea1ca260d74ea10b5075edd313359cca643e6af049ead5b4,52262
17269,bc537856d0088491219d98365f210e83cfd1aceb6ad22dfc4489663ad0c1593d,painting,train,target_validation,violin,93,painting.cleaned.zip,painting/violin/painting_333_000102.jpg,painting/train/violin/painting_333_000102.jpg,a7f53f6894e779ef8840575256f3a3d60ff8ff2c3e1ed96d795ba1c99670a3f3,67729
17270,263981f906a94f76da48afded93596c8f337dab3b2616dac5bacb1f15de2eed7,painting,train,target_validation,house_plant,42,painting.cleaned.zip,painting/house_plant/painting_155_000259.jpg,painting/train/house_plant/painting_155_000259.jpg,f27f3e4788f1f6b891cf465db7976e0048703946ee76d0ea2dfb3e9b63d703e5,67390
17271,e422f956db772dcb10c0d32ef0d62da1562ad26113c994e35f76eca5b5275b2e,painting,train,target_validation,apple,4,painting.cleaned.zip,painting/apple/painting_009_000086.jpg,painting/train/apple/painting_009_000086.jpg,84d2a03fa4097fb5667ffcde0466fd4ca2ea0a94b5b17e93850835521db5d43b,22003
17272,4f96ef95ee18901635db36b4ead82e2eb1f25317ce56218ef1a0a9059735638d,painting,train,target_validation,angel,3,painting.cleaned.zip,painting/angel/painting_005_000361.jpg,painting/train/angel/painting_005_000361.jpg,b5d79075df9cd9a0044b95cdb2843e2d5e60cd45a2f5f6a1431bbcbbf2efbbb3,70751
17273,af81c1a478bc3c5bad462b217e59175e64db0c8ab7aaa7e86ff4058bed63a346,painting,train,target_validation,streetlight,80,painting.cleaned.zip,painting/streetlight/painting_292_000109.jpg,painting/train/streetlight/painting_292_000109.jpg,98275b647d091a64f9c9838609101bf780c45bca2f18ec171240c332c36d821c,56680
17274,acc75a53bdadbc438f5d5f84e2a5a68de20bee77687c06ece5e6a0ac940b502f,painting,train,target_validation,aircraft_carrier,2,painting.cleaned.zip,painting/aircraft_carrier/painting_001_000107.jpg,painting/train/aircraft_carrier/painting_001_000107.jpg,2fccdc06cbe35595e2ffb477dd8c3d684ae14ec92d3006c79b4836fec7263079,35441
17275,98819dfdb0d683bac31a1385c4fc5986311ca8ffb1cde4a17846e76bf9f2d879,painting,train,target_validation,pliers,65,painting.cleaned.zip,painting/pliers/painting_227_000060.jpg,painting/train/pliers/painting_227_000060.jpg,8212c3d16707dae37860fcd6009d463f95db3a8d37e503e8151026d86fa20c81,49195
17276,b1344551244fc52ec8237878c52fc54aaa373dec07d1bdaed68003640e4d6a4c,painting,train,target_validation,flashlight,28,painting.cleaned.zip,painting/flashlight/painting_119_000371.jpg,painting/train/flashlight/painting_119_000371.jpg,d3b3a48561847b7dd5ca8578f4f99bf9272919ddee0f7ed1af6feda6addb5768,46085
17277,9f4a89d06a8b862f43d7abc05cf2da393a4ab6128113ae4c5a859ec49f8cdb24,painting,train,target_validation,hat,33,painting.cleaned.zip,painting/hat/painting_140_000108.jpg,painting/train/hat/painting_140_000108.jpg,cf85b0cf542f542d62c28dd3f358f962bdb5eac7d0284f36e360ab8b260d55f1,55883
17278,36c0ad20494633585663ddf745fa2a4cb8c741a820c7e91df32bad828214c530,painting,train,target_validation,hourglass,41,painting.cleaned.zip,painting/hourglass/painting_153_000113.jpg,painting/train/hourglass/painting_153_000113.jpg,697e457e7765165c49f32205bd5f081435fd58fd1bed78548d1f759d560ff173,14464
17279,aefd8f648e930310188d31bca0d4ebf6dba66da924bbb302e98d82c5375af9d6,painting,train,target_validation,dragon,21,painting.cleaned.zip,painting/dragon/painting_096_000006.jpg,painting/train/dragon/painting_096_000006.jpg,b9b2bb9c5768906b592bbb27a348eda5238132ca60ab01b0b6a6ed60b3e7ab02,49850
17280,b8818fe69de623ff69678a07d6837c8c350477540cbf18f7f1a788f8a2190b8f,painting,train,target_validation,vase,92,painting.cleaned.zip,painting/vase/painting_332_000014.jpg,painting/train/vase/painting_332_000014.jpg,97c53a122b1a1c6184d6b490d5945b93cdd4323eb1507568e1ed8e62fe5b4289,73518
17281,0c349bece5d5fb1accd05e4d545eae8e2170ce9385a7fbb311c8e1378b143dda,painting,train,target_validation,camel,15,painting.cleaned.zip,painting/camel/painting_055_000073.jpg,painting/train/camel/painting_055_000073.jpg,d17edc13fb6ab415998169f6235e32ba6a4bc042ba7182a8f99341e776fabf87,74852
17282,503f2f88e8c2f4f1c6d6d53bf0c1ce7622b47b93c50b73bccd4220eadc8cf75a,painting,train,target_validation,microphone,49,painting.cleaned.zip,painting/microphone/painting_185_000051.jpg,painting/train/microphone/painting_185_000051.jpg,e9f01c14eb892ea8ce03c3e587745e461f48b9e315cf32958a5d1893cb83a29b,46449
17283,c8eccc71e722a4ccc2d96f759b25cc48020776a4e5073ee2b093b1d1e6be18b5,painting,train,target_validation,house_plant,42,painting.cleaned.zip,painting/house_plant/painting_155_000220.jpg,painting/train/house_plant/painting_155_000220.jpg,64e01caaca634eade1450ba8fc7ac48a604a22fdeb02ea9745e9cb9f371af00c,80601
17284,08f46edffa057e6b8fb9c33ceb0431992593fc9e9b272e7f33cd40aac505b589,painting,train,target_validation,penguin,61,painting.cleaned.zip,painting/penguin/painting_219_000233.jpg,painting/train/penguin/painting_219_000233.jpg,f2188341442ffdc723ae60fb783bc4bffd94dee81b72736139fac65e571b34fe,92419
17285,73be8a931a2b775b438f3a06b69cf3c341f4e90477eda304b9715077dca08eea,painting,train,target_validation,hat,33,painting.cleaned.zip,painting/hat/painting_140_000016.jpg,painting/train/hat/painting_140_000016.jpg,0d4bfa4fd246d8ab16810f9cf380230870414fbd630da25f60975be9bf9084a4,44243
17286,4b8d0bc7360b12dbd36a23b3f27c743ad773355bfe005db9c1e60c1061d6fb77,painting,train,target_validation,wine_bottle,96,painting.cleaned.zip,painting/wine_bottle/painting_340_000052.jpg,painting/train/wine_bottle/painting_340_000052.jpg,5b03c47a35d2ac35e17a23bab933b9ef1267227eec1c30df82ae33948a7f7d14,50282
17287,0fb6ee1b1f1b37c94eb0ce7111f68ad3c9bef4daef2ffead3d46995a2239161f,painting,train,target_validation,squirrel,78,painting.cleaned.zip,painting/squirrel/painting_282_000675.jpg,painting/train/squirrel/painting_282_000675.jpg,7a9ae7980fb883b5ae153cd62c01ac928cffd789b708a191ba99a349d326502b,32225
17288,8707bbb29c38ff5d7614b2cce7233632b5e04f82ad10e09d819d99cb2079e5bd,painting,train,target_validation,rollerskates,70,painting.cleaned.zip,painting/rollerskates/painting_247_000186.jpg,painting/train/rollerskates/painting_247_000186.jpg,05332f2223f6595bae093fe7f7d16136fb81871fbb34839a25bb2777cef1cd6e,45952
17289,370de8e1564019d434edb4d9c2e094343e335a16bb4ab6eb1fde042ad9488976,painting,train,target_validation,headphones,34,painting.cleaned.zip,painting/headphones/painting_141_000053.jpg,painting/train/headphones/painting_141_000053.jpg,615f774b906b356315b0dc3f9ae708122e605db20b3d1c4919fe2338adb942db,68660
17290,1123ed9bc33e1d5b9578eede156043da0c6285fa70bca1857a7744998521fa2d,painting,train,target_validation,snowman,75,painting.cleaned.zip,painting/snowman/painting_273_000281.jpg,painting/train/snowman/painting_273_000281.jpg,8be9cbab910b4613071363e2c9b9e71f783e4cef3a59132f540924194012076b,61090
17291,c2d6694063dca8226f9e83f84ae7d53da00fd48d8d9b2e9e7a0094b9275355cf,painting,train,target_validation,hedgehog,35,painting.cleaned.zip,painting/hedgehog/painting_142_000226.jpg,painting/train/hedgehog/painting_142_000226.jpg,6bccd64f843d07364c02d50bce8e2001be18e0f7c959e1cbbee61169cfe4d94e,35029
17292,e871ef4b44c9863bab521dc57a94bb21732a1bbeaf5964054ef2147ba9a3e08c,painting,train,target_validation,horse,38,painting.cleaned.zip,painting/horse/painting_148_000498.jpg,painting/train/horse/painting_148_000498.jpg,89d18df68a6d15025a454e436a285b82559f0d799c8ee884e787e43bd0a65ef4,40549
17293,aee489c5231f9d0b43279696a1a07e95325dfb2704c216c40a7b23ac1827ad1d,painting,train,target_validation,horse,38,painting.cleaned.zip,painting/horse/painting_148_000435.jpg,painting/train/horse/painting_148_000435.jpg,2684df0703602c8071008d1e6b25b5c6e0d762d4ce22fe05d61311cd7596e1f7,42166
17294,1883a9f6248be662be6d78773147ee0f76eebdfd534622413fc8e830c7925acb,painting,train,target_validation,tractor,87,painting.cleaned.zip,painting/tractor/painting_320_000028.jpg,painting/train/tractor/painting_320_000028.jpg,3c4de3a79236644abfeca66046508b9bf611905e7590ecd5ab5a6485f6ee439b,56705
17295,cf19a7af0ffcf157102579ff8a7f145ff9d710e7e137c26846ece515f887a49d,painting,train,target_validation,pliers,65,painting.cleaned.zip,painting/pliers/painting_227_000055.jpg,painting/train/pliers/painting_227_000055.jpg,c1aace9e2fc5309ea1292361b0a1d9ea682eb510b797c71798b467b674827e6c,34312
17296,608bb236c34a4170c1598dd985437a28882a594b6e55995159ea1040a9da95e0,painting,train,target_validation,dragon,21,painting.cleaned.zip,painting/dragon/painting_096_000189.jpg,painting/train/dragon/painting_096_000189.jpg,7e51577de4f89ec14e64b26085fa346e63ccfbc7268e1fbeef6e0b9c4ac94b87,45727
17297,36a09cc207f492aa7683d13361f80665e11bd64f8cebdfa932d554c2dd1971e9,painting,train,target_validation,hedgehog,35,painting.cleaned.zip,painting/hedgehog/painting_142_000008.jpg,painting/train/hedgehog/painting_142_000008.jpg,2bacdae80c6359dd6275a09b9065779493dd88604d62a775ad036d1783cf25f1,38846
17298,8365767ebfb5283cf94d952ec7ae6fa2f64f870d287c2e2a76c3ac04832b0bbd,painting,train,target_validation,violin,93,painting.cleaned.zip,painting/violin/painting_333_000142.jpg,painting/train/violin/painting_333_000142.jpg,d6aef4b3dfed8b639ab97a6ba614d39c3864686634abab40e20f39336c620ca7,29415
17299,a82799fcc52c60f2a9c597895a61d44e0a97fbc2facd520b80c82ecf8e8da802,painting,train,target_validation,squirrel,78,painting.cleaned.zip,painting/squirrel/painting_282_000635.jpg,painting/train/squirrel/painting_282_000635.jpg,ca4359f51a014d049894946f983990fc524bac66bb0cf9c5fbf793516c203c81,18686
17300,d63c03aa4f84cfa908d91637b9f9ffd130a0ce4ef5d7e3a4d2d0201835cdbd01,painting,train,target_validation,sleeping_bag,74,painting.cleaned.zip,painting/sleeping_bag/painting_267_000010.jpg,painting/train/sleeping_bag/painting_267_000010.jpg,09477490d04d945c9ec2c06cfe86e2ff196eaeee80941139618f9c3c0d33bbca,13579
17301,c321ce200c764711b1f43bd7d754207bf49ca04f1f545388997b513506a8da4b,painting,train,target_validation,house_plant,42,painting.cleaned.zip,painting/house_plant/painting_155_000118.jpg,painting/train/house_plant/painting_155_000118.jpg,62428032e3eeda5e74d5a7d0801ba4d8c469930fa3a38a7de4c8608b45658da1,21262
17302,18d0dbef0cd743aa5700379e58a926c086c0fa51e8927c195c4bca366ef3797c,painting,train,target_validation,feather,26,painting.cleaned.zip,painting/feather/painting_111_000100.jpg,painting/train/feather/painting_111_000100.jpg,ffe5b049b4167068eae4f17841acb68c52965754c3f37abe8c9983230961dbb9,20776
17303,45ba3e6c715e856d40a48020b6a0263b35ece45c46c9eaf32712adfe720951a6,painting,train,target_validation,penguin,61,painting.cleaned.zip,painting/penguin/painting_219_000423.jpg,painting/train/penguin/painting_219_000423.jpg,44d6174daf6c2625df62c5efd6e20ee364fbe230b766bf5426c369588c841f8c,31786
17304,49077ce32389094dd68fc4056164249a737a4e2d90ec7888b5c0ad6021928546,painting,train,target_validation,horse,38,painting.cleaned.zip,painting/horse/painting_148_000146.jpg,painting/train/horse/painting_148_000146.jpg,7e8281d3faa3746f4295776c0549ce6856201764ce8aecadb06c6d45a61a2697,35245
17305,3646be50a8905d93de18d112a40626b645b513e8961ed62db29a55e024012952,painting,train,target_validation,penguin,61,painting.cleaned.zip,painting/penguin/painting_219_000352.jpg,painting/train/penguin/painting_219_000352.jpg,d087c7bec37600d58ab2690833306faf6cc7a0f3510dcba8d0270247577312f2,64098
17306,14e5148285195bd14708d53aae66a8e7ff29f3a188f2db45efd391aac7a03d37,painting,train,target_validation,circle,18,painting.cleaned.zip,painting/circle/painting_072_000246.jpg,painting/train/circle/painting_072_000246.jpg,6e1a14676298c0f60b9041bb55b5fe62f3d426a7a6e990a97ab7bd80cf4ec91e,40026
17307,d1f6f0c627cd3b9f57ba7541df2a491a99d124738fd19982e874b52915e49ee3,painting,train,target_validation,horse,38,painting.cleaned.zip,painting/horse/painting_148_000302.jpg,painting/train/horse/painting_148_000302.jpg,bd651f3a8e6c98a1c19f47bbac0e7377367b2262fa737fb7d6e42fbfa94b61fb,44975
17308,c76da6318ad4e4d19e9ef6bc442a98868a512a9ab6951b604987f9521b679b7c,painting,train,target_validation,sweater,83,painting.cleaned.zip,painting/sweater/painting_298_000104.jpg,painting/train/sweater/painting_298_000104.jpg,e82c528634561f14884ab477a19ec086437651fccc151039e60b6ca179f56597,45196
17309,11ce018702632f7032e41a879931d782bd1e2bb05497ceda74e020f3984d8743,painting,train,target_validation,harp,32,painting.cleaned.zip,painting/harp/painting_139_000126.jpg,painting/train/harp/painting_139_000126.jpg,9a4a1cede8bf8d8b81c19a8cc3dd184e47a267f4b2589320b544355f12351656,15111
17310,ac0f41cd947abf90564752270d2f6ed8d0e74aec065f6755f99feb4d74ecd690,painting,train,target_validation,whale,95,painting.cleaned.zip,painting/whale/painting_337_000069.jpg,painting/train/whale/painting_337_000069.jpg,f0e765f75f6fc48d2719054328c4d751f961402ab0dd7b35b2b5d92e7cebcbf9,32314
17311,ef2df5da967f060088e6350e89140e3eda0fc44ece9aabebf07328435e333715,painting,train,target_validation,harp,32,painting.cleaned.zip,painting/harp/painting_139_000031.jpg,painting/train/harp/painting_139_000031.jpg,c1acfa38bc50bee217ea9e4adf4b45cd1660b6b5d78b00494e4876e468e61855,80938
17312,65881f8c22715204eb199f7f4b4764ff26ae742e87021339694b70f84c9ee043,painting,train,target_validation,mosquito,50,painting.cleaned.zip,painting/mosquito/painting_189_000005.jpg,painting/train/mosquito/painting_189_000005.jpg,f68e23b2e04747047613e52222fab315c36619afb36e44b4c962c3f3e2ee48c4,39489
17313,3296799f569fc9a593d580b3c21158ba4419842f2562cbe0837d827cfa4971cb,painting,train,target_validation,The_Eiffel_Tower,0,painting.cleaned.zip,painting/The_Eiffel_Tower/painting_309_000039.jpg,painting/train/The_Eiffel_Tower/painting_309_000039.jpg,fa046e902e92c54a3ea612c4f2623262eac29666aced6170e81402b2c8647cdf,16520
17314,5856fc5b5a7d38189439cdf868a1f1c987b25bed8101a175e7d0b79b31ffde70,painting,train,target_validation,circle,18,painting.cleaned.zip,painting/circle/painting_072_000206.jpg,painting/train/circle/painting_072_000206.jpg,e43adc9cf164c4b672ccc9c66aade2687d596fc5416735fbc997102515359e9d,95540
17315,6e186ec162a459870e48d5cc9abda027b823bd8313b496930f00940530761794,painting,train,target_validation,The_Eiffel_Tower,0,painting.cleaned.zip,painting/The_Eiffel_Tower/painting_309_000167.jpg,painting/train/The_Eiffel_Tower/painting_309_000167.jpg,74757131040d25c14ff61e5fcbfd6278e83a6096b40e340e43e76f5fe4b3ebfa,19858
17316,b44cddaf41f663ca4ceff3aa0e506cb2b886ba6b73f1adb46b5e5ff3b6337f90,painting,train,target_validation,spider,77,painting.cleaned.zip,painting/spider/painting_277_000082.jpg,painting/train/spider/painting_277_000082.jpg,8acfcd711b594b59aed547409bb04017aef8ebedd467d6728099c2e58caa687d,33732
17317,1ade2ab4d495f57bc505d0fbfc250db2d3b4fbe79aa6498a5e954ea7efaaaa5f,painting,train,target_validation,elbow,24,painting.cleaned.zip,painting/elbow/painting_103_000051.jpg,painting/train/elbow/painting_103_000051.jpg,7260c7251cc069625414c279dde1fcb207f3cdffe4b738595b5a4143da5f750b,54500
17318,12a3bc1e62d0a48d39485e74140254f902f20121f40eb370a50b725fa51c91b2,painting,train,target_validation,harp,32,painting.cleaned.zip,painting/harp/painting_139_000001.jpg,painting/train/harp/painting_139_000001.jpg,8783220e53c4ff7d2a85b8c31eac99ed35604da83f7416152abfd23e6bcd8abd,65433
17319,a4e5117a5ad6cd8a87f342463a60208530df219a8888b2fdd55aa1d4874687d5,painting,train,target_validation,house_plant,42,painting.cleaned.zip,painting/house_plant/painting_155_000405.jpg,painting/train/house_plant/painting_155_000405.jpg,a70a54f49435bbb3faf1d00c8f833bd8e34068f4b223a484b4735fd63fed2fa0,72282
17320,8aa0c2043071c15963b8a0a12b588b220951a7c83cbae7b770f94a5339cce516,painting,train,target_validation,candle,16,painting.cleaned.zip,painting/candle/painting_059_000058.jpg,painting/train/candle/painting_059_000058.jpg,99146eb66993dcd2b9896723cca0e8c8bbf5f19ad9310e3989e1e684009dd848,48423
17321,0f345903114b78e6a2a78e521996a11544c4922291a49447d5c5399dc08a51ce,painting,train,target_validation,popsicle,67,painting.cleaned.zip,painting/popsicle/painting_231_000166.jpg,painting/train/popsicle/painting_231_000166.jpg,0d7667e0f185e0c43c18cc9e4cc7f41cbb4bdb2bc2a6d58eff1bd8ecb738ad02,36872
17322,e3a5b93b6324eb8af4cdf615186d0ab706d046fe0b2d11ab92a7bf05cd907cee,painting,train,target_validation,penguin,61,painting.cleaned.zip,painting/penguin/painting_219_000071.jpg,painting/train/penguin/painting_219_000071.jpg,5be1ae0e81ea7c0dfc23320434de14f06d41d89b9805af12c7eac7802de15cf9,20458
17323,f40fdaae4e7df8d325bcdee206b1622f21e58c6309712e14e62cf5d8eb3fd74c,painting,train,target_validation,tractor,87,painting.cleaned.zip,painting/tractor/painting_320_000159.jpg,painting/train/tractor/painting_320_000159.jpg,f411d76d8fa37eb5ff9f15cf934a1fe522c8d230ef0d7e67e9d104bcbf93727f,49515
17324,4a4efac9f29b719020c6730dd6f21145389c06158653913b4817c2eafb9119ec,painting,train,target_validation,mountain,52,painting.cleaned.zip,painting/mountain/painting_191_000229.jpg,painting/train/mountain/painting_191_000229.jpg,4803e948318191318d6687115b0e543835a7977af04a3858954c77dba494abe5,18896
17325,e9682c232d57505abc17dc1bec153df1b1c509d50cc9d52d8fe3db56b7b17d2f,painting,train,target_validation,circle,18,painting.cleaned.zip,painting/circle/painting_072_000161.jpg,painting/train/circle/painting_072_000161.jpg,e2208f21e54172e790d32dc75f9224171876fb5234052266c3623dc81725a60e,57536
17326,5ec848edfa11afbad48c7adf5975ab2539e00d9196423fa1bb05c96535d2ccb0,painting,train,target_validation,bathtub,6,painting.cleaned.zip,painting/bathtub/painting_022_000014.jpg,painting/train/bathtub/painting_022_000014.jpg,e33a1020b3f784daa85713db5094850bf723f9d66a08412112b153ec7bf86540,79741
17327,872deb5781810dceb383bd1e09eade9b444324eeef6cf859523d616bbea7e4e9,painting,train,target_validation,mug,53,painting.cleaned.zip,painting/mug/painting_195_000355.jpg,painting/train/mug/painting_195_000355.jpg,b3cdb6ec07b9c0a6bb113fd0488e4bedb1b8d96f859df6da4cec36fbe67d7ffc,28888
17328,06eca3d0c94affcc47afd5adc5897c07d2843b041cada20c34cfee19e44ad880,painting,train,target_validation,butterfly,13,painting.cleaned.zip,painting/butterfly/painting_050_000043.jpg,painting/train/butterfly/painting_050_000043.jpg,324508b493978440082520a65f9fc44b120aa1379cc8176ee42764ca61b51455,75283
17329,8998637e7937672b24633cbbc02dc4803127b5814ba2a8db859554e207b1d861,painting,train,target_validation,beard,7,painting.cleaned.zip,painting/beard/painting_025_000290.jpg,painting/train/beard/painting_025_000290.jpg,a9de62de0d13a63d65acbc9f082ea86c2db6bba622fb58ab4f9e03fcc423eeec,101143
17330,24f6f334f4aea000b691baf580b8443ff0e78ee16a498e853e29976ed3883143,painting,train,target_validation,angel,3,painting.cleaned.zip,painting/angel/painting_005_000145.jpg,painting/train/angel/painting_005_000145.jpg,eb6c813b01802260cdaa969a98568f2c11d6a8257dca676d76f9ff15f489f2f6,115582
17331,3b0742b5d267149da1e5c78b5b92ba98b138de28c025a70fd8e9061632b68aea,painting,train,target_validation,streetlight,80,painting.cleaned.zip,painting/streetlight/painting_292_000104.jpg,painting/train/streetlight/painting_292_000104.jpg,40c5338d1d5c63b7cd924bc2e3375aa4fb4d5f6c899872c99b1918b24260b057,21622
17332,6854858a38ac0a4813f42a446af3061b88f5568da5a120f3c2cb26bcf319aa41,painting,train,target_validation,mountain,52,painting.cleaned.zip,painting/mountain/painting_191_000147.jpg,painting/train/mountain/painting_191_000147.jpg,73b939d72d9c443a744fe8e168fef4ddca9771f98492434b2c4b2ad9060a8727,61253
17333,d960f85973a9237d3d1194523f97dc3aea16a9cff5fb2fdea8164b853c4268bf,painting,train,target_validation,dresser,22,painting.cleaned.zip,painting/dresser/painting_097_000040.jpg,painting/train/dresser/painting_097_000040.jpg,1a3dec35586a0b1fb49fb5056e831561994fb2fc99065322cbf08fb1e8dd2fef,22986
17334,2cf38a977f12467c61a45bbd30131cc2f99fde7365d2ab6509dfacb49383a947,painting,train,target_validation,nose,55,painting.cleaned.zip,painting/nose/painting_199_000344.jpg,painting/train/nose/painting_199_000344.jpg,f3589d20a5d0976856972907e25c721bb11df6d8d53fbed22941f1758400b5f9,18226
17335,aa844f22b6a2e4435e72d70f349f3d524fc962a21dfd79a773b8d1dd8d1bdf1c,painting,train,target_validation,hockey_stick,37,painting.cleaned.zip,painting/hockey_stick/painting_147_000120.jpg,painting/train/hockey_stick/painting_147_000120.jpg,6eeb94c984a85b8641a62203b981d4fc608e2a83a8d39dbd48f240a25a4ebfd0,19175
17336,f45d944da77b1720713c9bba0c144f6411185cf148a12a5b3d0a23fb777433e8,painting,train,target_validation,squirrel,78,painting.cleaned.zip,painting/squirrel/painting_282_000054.jpg,painting/train/squirrel/painting_282_000054.jpg,6c9b17f99c73707e813a233064a0c19eb7cfd28d012e98a15b4e588f3f4ca468,82146
17337,a8f7c950e56504a247d892dccd75e5bccb92ae32a649f1eae73ee45ad480c7c0,painting,train,target_validation,tornado,86,painting.cleaned.zip,painting/tornado/painting_319_000042.jpg,painting/train/tornado/painting_319_000042.jpg,2daa199597fb9853aba8de2d79141eea2a938fb534849fcef14ba0155bf04e30,11274
17338,baedf0cbaad9ca6a35024b4317aaf18e9f74e70dd296a7b2851d313793d832d5,painting,train,target_validation,speedboat,76,painting.cleaned.zip,painting/speedboat/painting_276_000009.jpg,painting/train/speedboat/painting_276_000009.jpg,917f0fed0551ce1ee3405ae10ba3db98c53c1d88e67f42f995312999ce9d6eb0,39910
17339,3aae756bd5888721433d70fa016d9ae72d1c66e5a25700e1d342ddc94c073e3b,painting,train,target_validation,aircraft_carrier,2,painting.cleaned.zip,painting/aircraft_carrier/painting_001_000062.jpg,painting/train/aircraft_carrier/painting_001_000062.jpg,e9e51c5b667f8b6db448c788cf557e8d7afd0c49125976cedd4271d9bf5c6d84,55486
17340,bb2919fdfa974f5d98835b321b5c097efbcfdae4633c5fae56a18f513d2d05b9,painting,train,target_validation,bat,5,painting.cleaned.zip,painting/bat/painting_021_000143.jpg,painting/train/bat/painting_021_000143.jpg,6008fa076b8797e25591b4ba0e31ca8b997cd9d50d19535c691e317cbb7c9321,45004
17341,b43479a2f9e45992fbea1c219dbba460931c058635a62ca0ae0e925f1b37179d,painting,train,target_validation,dishwasher,20,painting.cleaned.zip,painting/dishwasher/painting_090_000066.jpg,painting/train/dishwasher/painting_090_000066.jpg,f9cdfecb747516aecd094aaabe77966196c72b04d122a5bb35ccee6ec181a989,14556
17342,1c3edef98fc933ea74efb0893cef322d67249b2365c9d80308a01a8c68f3a569,painting,train,target_validation,frying_pan,31,painting.cleaned.zip,painting/frying_pan/painting_127_000018.jpg,painting/train/frying_pan/painting_127_000018.jpg,4561b3a3648c70de46dbd7d39ec334bb7337e1b1783e204903f893d6400b2e14,9669
17343,38a5d3a2a4c0f0e815a05d3a1b794a60b4b11117073708bcd766b9aba79bfcb4,painting,train,target_validation,sandwich,71,painting.cleaned.zip,painting/sandwich/painting_249_000071.jpg,painting/train/sandwich/painting_249_000071.jpg,5354838e443fe8bfc1fc0ed1d3fa8085a321f5c2ec603857d47c03b2553db48e,33798
